sentence,label,label_idx
Does the COVID vaccine protect the same against the common flu or is it only against COVID?,Why do I need the COVID vaccine if I don't get immunized for flu,80
I thought only weak people who needed a flu vaccine would need the covid vaccine.,Why do I need the COVID vaccine if I don't get immunized for flu,80
"I don't bother with the flu vaccine and haven't had any problems, so why should I bother with the covid vaccine?",Why do I need the COVID vaccine if I don't get immunized for flu,80
Is it necessary to get the COVID vaccine If I don't get immunized for the flu?,Why do I need the COVID vaccine if I don't get immunized for flu,80
If i dont get a flu jab why do i need the covid vaccine,Why do I need the COVID vaccine if I don't get immunized for flu,80
What is the point of having the vaccine if I don't get immunized for flu?,Why do I need the COVID vaccine if I don't get immunized for flu,80
"I don't get a flu shot, so I don't think I should get a covid vaccine.",Why do I need the COVID vaccine if I don't get immunized for flu,80
Why can't I just tuff it out like I do the flu?,Why do I need the COVID vaccine if I don't get immunized for flu,80
I've heard covid is like the flu so I don't need to be vaccinated against it.,Why do I need the COVID vaccine if I don't get immunized for flu,80
"So, if I don't get a flu shot why should I bother getting the Covid one?",Why do I need the COVID vaccine if I don't get immunized for flu,80
I've never had any problems with the flu so why should  I be bothered about covid?,Why do I need the COVID vaccine if I don't get immunized for flu,80
I don't bother with the flu vaccine so why should I treat the covid vaccine any differently?,Why do I need the COVID vaccine if I don't get immunized for flu,80
"I have a great immune system and dont think I need the vaccine, shouldnt I just wait until its been tested more?",Why do I need the COVID vaccine if I don't get immunized for flu,80
"If I don't need to get the flu vaccine, do I really need to get the Covid vaccine?",Why do I need the COVID vaccine if I don't get immunized for flu,80
I never get sick so why do I need the Covid vaccine?,Why do I need the COVID vaccine if I don't get immunized for flu,80
Why do I need the COVID vaccine if I don't get immunized for flu,Why do I need the COVID vaccine if I don't get immunized for flu,80
The speed with which Covid spreads and the fact that people can be asymptomatic makes it more important to get the vaccine.,Why do I need the COVID vaccine if I don't get immunized for flu,80
I don't get immunized for flu; why do I still need to be vaccinated?,Why do I need the COVID vaccine if I don't get immunized for flu,80
"The flu vaccine never seems to work very well, so why should I believe the covid vaccine is any better?",Why do I need the COVID vaccine if I don't get immunized for flu,80
Why is covid any different than the flu?,Why do I need the COVID vaccine if I don't get immunized for flu,80
Do I really need the COVID vaccine if I don't the the flu one?,Why do I need the COVID vaccine if I don't get immunized for flu,80
"If I don't get flu vaccines, then why should I not get covid vaccines?",Why do I need the COVID vaccine if I don't get immunized for flu,80
If I don't need a flu jab why do I need a covid jab?,Why do I need the COVID vaccine if I don't get immunized for flu,80
Do I need to get the COVID vaccine if I don't get immunized for the flu?,Why do I need the COVID vaccine if I don't get immunized for flu,80
I can't understand why I need the covid vaccine if I don't have the flu jab?,Why do I need the COVID vaccine if I don't get immunized for flu,80
I don't get vaccinated for the flu so why do I need the COVID one?,Why do I need the COVID vaccine if I don't get immunized for flu,80
Why get the covid vaccine if i dont get the flu one,Why do I need the COVID vaccine if I don't get immunized for flu,80
Why is it necessary for me to have the covid vaccine if I'm not inoculated for flu?,Why do I need the COVID vaccine if I don't get immunized for flu,80
Why is a covid vaccine necessary?,Why do I need the COVID vaccine if I don't get immunized for flu,80
Why do my kids vaccination took,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
Why do my kids should get vaccinated if they're unlikely to get sick with COVID-19?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
Why do my kids should vaccinated and they stay in home,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
Why do my kids should take the vaccine if they're unlikely to get sick with COVID-19?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
What is the risk of contracting covid?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
can you tell my why my kids need this vaccine if they're unlikely to get sick with COVID-19 ?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
what is the reason that my kids need a vaccine if they're unlikely to get sick with COVID-19 ?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
Is contracting Covid-19 is really that much of an issue?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
why should the kids be vaccinated?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
why should the kids take the COVID-19 vaccine?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
why do my kids have to be vaccinated if they can't get sick with COVID-19?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
Is it necessary for children to be vaccinated against covid?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
Why should I vaccinate my child?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
why do kids have to get vaccinated if they can't get sick with COVID-19?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
Why do my kids need a vaccine if they're not catch COVID-19?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
my childrens safe at school if they have already been vaccinated?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
do my kids need a vaccine if they're unlikely to get sick with COVID-19?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
my kids need a vaccine if they're unlikely to get sick with COVID-19 right ?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
Why do my kids need a vacication,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
is it necessary for my children to be vaccinated?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
Why do my kids have to take the vaccine if they're unlikely to get sick with COVID-19?,Why do my kids need a vaccine if they're unlikely to get sick with COVID-19?,173
Why do vaccinated people need to wear a mask indoors?,Why do vaccinated people need to wear a mask indoors?,159
What risk is taken by not using a mask but you are vaccinated,Why do vaccinated people need to wear a mask indoors?,159
because after the vaccine I have to continue wearing a mask,Why do vaccinated people need to wear a mask indoors?,159
"if i am vaccinated , should i need a mask test?",Why do vaccinated people need to wear a mask indoors?,159
"I am vaccinated, how long can I last without a mask?",Why do vaccinated people need to wear a mask indoors?,159
should i wear a mask if i have already been vaccinated,Why do vaccinated people need to wear a mask indoors?,159
if you have been vaccinated why do you still need to wear a mask when inside,Why do vaccinated people need to wear a mask indoors?,159
"If people have the vaccine, why on earth do they still need to wear a mask indoors?",Why do vaccinated people need to wear a mask indoors?,159
"Due to general biosafety regulations, interior spaces must be protected. The use of masks is the right thing to do",Why do vaccinated people need to wear a mask indoors?,159
why should i wear a mask indoors if i am already vaccinated?,Why do vaccinated people need to wear a mask indoors?,159
because if I already get vaccinated I must continue with the mask,Why do vaccinated people need to wear a mask indoors?,159
"if i am vaccinated , should i need a mask?",Why do vaccinated people need to wear a mask indoors?,159
is it necessary to wear a mask indoors if I have already been vaccinated?,Why do vaccinated people need to wear a mask indoors?,159
Why do we need the vaccine if we can wait for herd immunity?,Why do we need the vaccine if we can wait for herd immunity?,81
"The government reports that if there is 80% herd immunity then we do not have to worry about getting COVID.. So if I take precautions now, why should I get the shot",Why do we need the vaccine if we can wait for herd immunity?,81
Is the vaccine necessary or can we wait for herd immunity?,Why do we need the vaccine if we can wait for herd immunity?,81
People who aren't getting their vaccine and are waiting for herd immunity are selfish.,Why do we need the vaccine if we can wait for herd immunity?,81
"I think I will wait for herd immunity and bypass getting the shot, I dont think the shot is better than herd immunity.",Why do we need the vaccine if we can wait for herd immunity?,81
why are we using a vaccine if herd immunity works,Why do we need the vaccine if we can wait for herd immunity?,81
"The vaccine is not necessary, since almost all of us have herd immunity, we should not waste time on that.",Why do we need the vaccine if we can wait for herd immunity?,81
Havent we reached the herd immunity state meaning we dont need the vaccine?,Why do we need the vaccine if we can wait for herd immunity?,81
Does herd immunity mean that we don't really need this vaccine?,Why do we need the vaccine if we can wait for herd immunity?,81
"I already had covid so I am immune, why should I get the shot?",Why do we need the vaccine if we can wait for herd immunity?,81
if we are aiming for herd immunity why are they vaccinating people,Why do we need the vaccine if we can wait for herd immunity?,81
"We could wait but the human cost would be too high, tens of thousands more people would needlessly die.",Why do we need the vaccine if we can wait for herd immunity?,81
Herd immunity would happen eventually but in the meantime economies would be trashed and countries would go bankrupt.,Why do we need the vaccine if we can wait for herd immunity?,81
Should I hurry and get the vaccine or wait for herd immunity if I'm a very healthy person?,Why do we need the vaccine if we can wait for herd immunity?,81
If herd immunity is possible why spend billions on a vaccine.,Why do we need the vaccine if we can wait for herd immunity?,81
Herd Immunity will be better then getting the vaccine as we will build up a natural immunity to Covid,Why do we need the vaccine if we can wait for herd immunity?,81
Herd Immunity is better than vaccines I dont want that muck in my body,Why do we need the vaccine if we can wait for herd immunity?,81
"I've heard that you are immune from covid if you have already had the disease, so what is the point of vaccination?",Why do we need the vaccine if we can wait for herd immunity?,81
Why shouldn't I just wait for wait for herd immunity,Why do we need the vaccine if we can wait for herd immunity?,81
Herd immunity will protect everyone.,Why do we need the vaccine if we can wait for herd immunity?,81
"If everyone has the mindset about waiting for others to get vaccinated to achieve herd immunity, we'll never get there.",Why do we need the vaccine if we can wait for herd immunity?,81
Won't I be protected by wait for herd immunity?,Why do we need the vaccine if we can wait for herd immunity?,81
I heard that herd immunity is what is being aimed for so why vaccinate,Why do we need the vaccine if we can wait for herd immunity?,81
Whats the point of the vaccine if i can still spread the illness,Why get vaccinated if I can still transmit the virus?,82
The WHO says people with the full dose still might spread COVID.  So why should I get the vaccine,Why get vaccinated if I can still transmit the virus?,82
Why should I bother with the vaccine if I can still transmit it?,Why get vaccinated if I can still transmit the virus?,82
I don't see the point of getting a vaccine that will still allow me to give the virus to others.,Why get vaccinated if I can still transmit the virus?,82
Why have the vaccine at all when others can still catch the virus from me?,Why get vaccinated if I can still transmit the virus?,82
So if I get the vaccine why do I still have to wear a mask?,Why get vaccinated if I can still transmit the virus?,82
What safety protocol should I follow after being vaccinated?,Why get vaccinated if I can still transmit the virus?,82
"If I can still infect others with the virus, what's the point in getting vaccinated?",Why get vaccinated if I can still transmit the virus?,82
I can still transmit the virus so why bother getting vaccinated?,Why get vaccinated if I can still transmit the virus?,82
Why get vaccinated if I can still transmit the virus?,Why get vaccinated if I can still transmit the virus?,82
Should I still get vaccinated if I can still transmit the virus?,Why get vaccinated if I can still transmit the virus?,82
"Having the vaccine does not protect others from me passing it on, why bother?",Why get vaccinated if I can still transmit the virus?,82
Why bother with a vaccine if it doesn't stop transmission?,Why get vaccinated if I can still transmit the virus?,82
"Does being fully vaccinated protect others as well? And if it doesn't, why would anyone bother to get vaccinated?",Why get vaccinated if I can still transmit the virus?,82
What good is the vaccine if I can still transmit the virus,Why get vaccinated if I can still transmit the virus?,82
I don't see the point of being vaccinated if it is true I can still get infected with the virus and give it to others.,Why get vaccinated if I can still transmit the virus?,82
What's the point of the vaccine if you can still give Covid to other people.,Why get vaccinated if I can still transmit the virus?,82
No since getting the vaccine if I can still transmit the virus?,Why get vaccinated if I can still transmit the virus?,82
Is it right that it is still possible to get the virus and be infectious to others even after I've been vaccinated?,Why get vaccinated if I can still transmit the virus?,82
What have been the consequences of using the AztraZeneca vaccine?,Why is AstraZeneca not approved in the USA?,112
why not approve an aid?,Why is AstraZeneca not approved in the USA?,112
Why isn't AstraZeneca approved in the US?,Why is AstraZeneca not approved in the USA?,112
Why is AstraZeneca not approved in the USA?,Why is AstraZeneca not approved in the USA?,112
I see that is AstraZeneca not approved in the USA because it may not be effective on Covide-19 .,Why is AstraZeneca not approved in the USA?,112
Is the AstraZeneca vaccine not safe? Is that why the USA government didn't approve it?,Why is AstraZeneca not approved in the USA?,112
Explain why AstraZeneca is not approved in the USA?,Why is AstraZeneca not approved in the USA?,112
AztraZeneca vaccine is safe?,Why is AstraZeneca not approved in the USA?,112
What an anguish not allowing the entry of AstraZeneca,Why is AstraZeneca not approved in the USA?,112
Why is the aztrazeneca vaccine banned in the USA?,Why is AstraZeneca not approved in the USA?,112
What is the reason why the AstraZeneca vaccine has not yet been approved in the USA?,Why is AstraZeneca not approved in the USA?,112
Why did the USA not approve the AstraZeneca vaccine?,Why is AstraZeneca not approved in the USA?,112
What is the reason why AstraZeneca is not approved in the USA?,Why is AstraZeneca not approved in the USA?,112
Why aren't they using the AstraZeneca jab in the USA?,Why is AstraZeneca not approved in the USA?,112
why should i trust you,Why should I trust you?,154
Why should I put my faith in you?,Why should I trust you?,154
I don't trust your answers,Why should I trust you?,154
How can i trust you?,Why should I trust you?,154
currently you are untrustworthy.,Why should I trust you?,154
How reliable are you?,Why should I trust you?,154
why would i trust you?,Why should I trust you?,154
What is the reason to trust you?,Why should I trust you?,154
How do I know what you're saying is serious?,Why should I trust you?,154
Why should I trust you?,Why should I trust you?,154
Would you lie to me,Why should I trust you?,154
Why should I have faith in you?,Why should I trust you?,154
how can i belive you?,Why should I trust you?,154
Will I be protected with 1 dose of the vaccine or do I need to get them both?,Will 1 dose of vaccine protect me?,83
Can someone explain the reason two different companies give two shots and another company's vaccine you only need one,Will 1 dose of vaccine protect me?,83
Why is there a one does vaccine and a two dose?,Will 1 dose of vaccine protect me?,83
Can I still be protected if I only have one dose?,Will 1 dose of vaccine protect me?,83
Will 1 dose of the vaccine make me safe?,Will 1 dose of vaccine protect me?,83
"I heard the Pfizer vaccine only requires one shot, is that enough to fully protect me?",Will 1 dose of vaccine protect me?,83
How many times is it necessary to take the vaccine to be immunized?,Will 1 dose of vaccine protect me?,83
"I've heard that some of the vaccines are designed to work with a single dose, while others require two doses, which is the best to take?",Will 1 dose of vaccine protect me?,83
Will I be OK with a single dose of vaccine and how long does it take to work?,Will 1 dose of vaccine protect me?,83
What is the percentage of me not getting Covid after I have received the first dose?,Will 1 dose of vaccine protect me?,83
I had a hard time finding a place that had vaccines at all.  What happens if I only get one injection,Will 1 dose of vaccine protect me?,83
Do I really need the second dose?,Will 1 dose of vaccine protect me?,83
Do you need both doses of the vaccine or is one enough,Will 1 dose of vaccine protect me?,83
Most of the current vaccines take 2 doses to be fully effective so what does 1 dose achieve.,Will 1 dose of vaccine protect me?,83
Is one dose of the vaccine enough to protect me?,Will 1 dose of vaccine protect me?,83
why do I need 2 doses?,Will 1 dose of vaccine protect me?,83
Will I be protected if I only have one dose of the vaccine?,Will 1 dose of vaccine protect me?,83
What protection will I have after having 1 vaccine?,Will 1 dose of vaccine protect me?,83
will the first dose of the vaccine mean i am safe from covid,Will 1 dose of vaccine protect me?,83
I am concerned about how many doses are necessary to be fully protected,Will 1 dose of vaccine protect me?,83
Can I be protected with 1 dose of the vaccine?,Will 1 dose of vaccine protect me?,83
Will 1 dose of vaccine protect me?,Will 1 dose of vaccine protect me?,83
Why do I need two doses of the vaccine?,Will 1 dose of vaccine protect me?,83
which vaccine uses only one dose?,Will 1 dose of vaccine protect me?,83
If I had only 1 dose of the vaccine instead of 2 would I still be protected.,Will 1 dose of vaccine protect me?,83
will my family needa booster shot?,Will I need a booster shot?,109
Does the Pfizer vaccine need a booster?,Will I need a booster shot?,109
is the booster shot a big dea 2021l?,Will I need a booster shot?,109
will my family needa booster shot? results,Will I need a booster shot?,109
Will I need a booster shot if I have already been vaccine?,Will I need a booster shot?,109
Is a booster shot required?Submit & Continue,Will I need a booster shot?,109
Is it possible that I'll need a booster shot?,Will I need a booster shot?,109
I consider that two doses of the vaccine should be applied,Will I need a booster shot?,109
How many doses are with the Pfizer vaccine?,Will I need a booster shot?,109
Do I need two types of vaccine if I already get vaccinated with Pfizer?,Will I need a booster shot?,109
Is one dose enough of the pfizer vaccine or do I need a booster?,Will I need a booster shot?,109
I don't feel safe with the vaccines,Will I need a booster shot?,109
Should I get vaccinated again if I already get vaccinated with the Pfizer?,Will I need a booster shot?,109
Is the pfizer vaccine given one or more times?,Will I need a booster shot?,109
Will I need a booster shot?for us,Will I need a booster shot?,109
How many doses does the pfizer vaccine have?,Will I need a booster shot?,109
another injection is needed,Will I need a booster shot?,109
Will I need a booster shot in my body?,Will I need a booster shot?,109
Is the vaccine that I have enough?,Will I need a booster shot?,109
I can get infected after getting the vaccine,Will I need a booster shot?,109
Will I need a booster shot?,Will I need a booster shot?,109
will i be okay after the Pfizer vaccine,Will I need a booster shot?,109
Will I need a booster shot made for me?,Will I need a booster shot?,109
Is there a chance I'll require a booster shot?,Will I need a booster shot?,109
Are vaccines already available?,Will I need a booster shot?,109
"Will there ever be a cure for covid?
it is better to get vaccinated again than to die in search of a cure",Will I need a booster shot?,109
Is it necessary to have a booster vaccine against covid?,Will I need a booster shot?,109
"My biggest fear is any medical condition that I may have, causing me to react to the contrary.",Will I need a booster shot?,109
"If I got the Pfizer vaccine, do I need a booster shot?",Will I need a booster shot?,109
should I still get a booster shot after receiving the Pfizer COVID shot?,Will I need a booster shot?,109
"If I get vaccinated once, will I be totally safe?",Will I need a booster shot?,109
Does the Pfizer vaccine need two doses?,Will I need a booster shot?,109
"I got the Pfizer vaccine, do I need a booster shot?",Will I need a booster shot?,109
Is it necessary to get vaccinated twice?,Will I need a booster shot?,109
"Until when will we get vaccinated against covid?
and we will continue to vaccinate for life",Will I need a booster shot?,109
Should I get vaccinated again?,Will I need a booster shot?,109
I am concerned that I may be scammed by getting a vaccine that is not approved by the world health ministry,Will I need a booster shot?,109
It depends on the variant of the virus that keeps appearing,Will I need a booster shot?,109
Is a booster with the Pfizer vaccine necessary?,Will I need a booster shot?,109
"If I have already received the Pfizer vaccine, do I have to apply another dose?",Will I need a booster shot?,109
Is it really effective to place the reinforcement?  is seriously! One more vaccine!,Will I need a booster shot?,109
Will I require a booster shot?,Will I need a booster shot?,109
How many doses of the pfizer vaccine are needed to be completely safe?,Will I need a booster shot?,109
I think it would be fine with the first vaccine,Will I need a booster shot?,109
How reliable is the vaccine? Will I test positive after receiving it?,Will I test positive after getting the vaccine?,30
Is there still a possibility of getting Covid even after I’ve been vaccinated?,Will I test positive after getting the vaccine?,30
will i be safe after getting the vaccine?,Will I test positive after getting the vaccine?,30
Can you test positive for Covid after getting the vaccine?,Will I test positive after getting the vaccine?,30
"After the vaccine, could I have another outbreak?",Will I test positive after getting the vaccine?,30
are there studies that show if people getting the vaccine will still test positive,Will I test positive after getting the vaccine?,30
"I've heard that I'll test positive for the virus after getting the coronavirus vaccine, is that right?",Will I test positive after getting the vaccine?,30
what happens if i test positive after vaccine?,Will I test positive after getting the vaccine?,30
CAN I GET SICK AFTER I'M VACCINATED?,Will I test positive after getting the vaccine?,30
Is it possible to test positive against covid after having been vaccinated?,Will I test positive after getting the vaccine?,30
"Many people who get flu shots end up getting the flu right afterwards, will this happen when I get the Covid vaccine?",Will I test positive after getting the vaccine?,30
Does the vaccine contain Covid?,Will I test positive after getting the vaccine?,30
What if you still prove positive after having the jab,Will I test positive after getting the vaccine?,30
Will the Covid vaccine make me sick with the virus?,Will I test positive after getting the vaccine?,30
Will this give me covid?,Will I test positive after getting the vaccine?,30
I have heard versions that several patients after the vaccine tested positive for COVID -19,Will I test positive after getting the vaccine?,30
"If I get the vaccine, will I be able to test positive again?",Will I test positive after getting the vaccine?,30
Does the Covid vaccine cause you to be positive to the virus ?,Will I test positive after getting the vaccine?,30
after receiving the vaccine could you test positive?,Will I test positive after getting the vaccine?,30
Does the vaccine give false tests for COVID-19?,Will I test positive after getting the vaccine?,30
"if i get the vaccine, Will I test positive after?",Will I test positive after getting the vaccine?,30
Will the vaccine make me test positive for COVID-19?,Will I test positive after getting the vaccine?,30
Can I still get Covid even after I get the vaccine?,Will I test positive after getting the vaccine?,30
why I test positive after getting the vaccine? really,Will I test positive after getting the vaccine?,30
could I have the possibility that after the vaccine of positive?,Will I test positive after getting the vaccine?,30
will the vaccine make my test positive,Will I test positive after getting the vaccine?,30
"After being vaccinated, is it possible to test positive for COVID?",Will I test positive after getting the vaccine?,30
What are the chances of getting covid after having the jab,Will I test positive after getting the vaccine?,30
can I still be positive after receiving the vaccine?,Will I test positive after getting the vaccine?,30
"does the vaccine give one a small bit of the disease so you build an immunity, if so will I test positive",Will I test positive after getting the vaccine?,30
Will I test after getting the vaccine?,Will I test positive after getting the vaccine?,30
I will test positive or not after receiving my vaccine,Will I test positive after getting the vaccine?,30
will i be fine after getting the vaccine?,Will I test positive after getting the vaccine?,30
"if i take the vaccine and make the test, will it be positive ?",Will I test positive after getting the vaccine?,30
Is it possible to be positive for Covid after getting the vaccine?,Will I test positive after getting the vaccine?,30
I don't think you will test positive because the purpose of the vaccine is to help fight the virus,Will I test positive after getting the vaccine?,30
after receiving the vaccine you could test positive for the virus,Will I test positive after getting the vaccine?,30
Will getting the vaccine cause me to contract covid?,Will I test positive after getting the vaccine?,30
if this a posibility of me being positive after getting the vaccine?,Will I test positive after getting the vaccine?,30
I'm worried that the vaccine won't work and that after I get it I might still get sick.,Will I test positive after getting the vaccine?,30
Does the vaccine give a positive test for COVID-19?,Will I test positive after getting the vaccine?,30
I will be protected after the vaccine resides,Will I test positive after getting the vaccine?,30
"After being vaccinated, should my child miss school?",Will my child miss school when they get vaccinated?,157
"When my child gets vaccinated, will he or she miss school?",Will my child miss school when they get vaccinated?,157
Will my child miss school when it is his responsibility to get vaccinated?,Will my child miss school when they get vaccinated?,157
Is some kind of rest necessary when giving the vaccine in children?,Will my child miss school when they get vaccinated?,157
would my son miss classes after being vaccinated against covid?,Will my child miss school when they get vaccinated?,157
I am afraid that my child will get sick if he gets vaccinated,Will my child miss school when they get vaccinated?,157
how many days my child needs to rest after they get the vaccine?,Will my child miss school when they get vaccinated?,157
Does my child have to miss school after getting vaccinated?,Will my child miss school when they get vaccinated?,157
If my child gets the vaccine are they allowed to go to the school?,Will my child miss school when they get vaccinated?,157
Will my child miss school when they get vaccinated?,Will my child miss school when they get vaccinated?,157
I want to know if my son will miss school a lot when he gets vaccinated,Will my child miss school when they get vaccinated?,157
Will the vaccine prevent children from attending their educational right by attending school?,Will my child miss school when they get vaccinated?,157
Should my child miss school because of the vaccine?,Will my child miss school when they get vaccinated?,157
Will my child be absent from school if he or she gets vaccinated?,Will my child miss school when they get vaccinated?,157
Will my child miss the day of school?,Will my child miss school when they get vaccinated?,157
Will my son miss class the day of his vaccination?,Will my child miss school when they get vaccinated?,157
How long could my child be without going to school after receiving the vaccine?,Will my child miss school when they get vaccinated?,157
Will my child miss school if he does not get vaccinated?,Will my child miss school when they get vaccinated?,157
Should the representative go to get a child vaccinated?,Will my child need my permission to get vaccinated?,155
Do you need to be of legal age to get vaccinated?,Will my child need my permission to get vaccinated?,155
Can my daughter get vaccinated without my permission?,Will my child need my permission to get vaccinated?,155
No child will be vaccinated without the parents being present with their proper documentation.,Will my child need my permission to get vaccinated?,155
"To vaccinate my son, I obtain a permit?",Will my child need my permission to get vaccinated?,155
my child need my permission to get vaccinated is safe for children,Will my child need my permission to get vaccinated?,155
A permit is needed to vaccinate a child?,Will my child need my permission to get vaccinated?,155
Can it be vaccinated without parental authorization?,Will my child need my permission to get vaccinated?,155
Is it important that my child have my permission to get vaccinated? For what reason?,Will my child need my permission to get vaccinated?,155
Do I have to give my child permission to be vaccinated?,Will my child need my permission to get vaccinated?,155
Will my child need my permission to get vaccinated?,Will my child need my permission to get vaccinated?,155
my child can't get the vaccine without my permission can they,Will my child need my permission to get vaccinated?,155
"To apply to children, parental authorization must be given?",Will my child need my permission to get vaccinated?,155
Do I have to give my child consent to get the vaccine?,Will my child need my permission to get vaccinated?,155
Can my child get vaccinated without my permission?,Will my child need my permission to get vaccinated?,155
my kid wont be able to get the vaccine off their own back will they,Will my child need my permission to get vaccinated?,155
"Being a minor, does my child need permission?",Will my child need my permission to get vaccinated?,155
is it possible to achieve herd immunity in the usa?,Will the US reach herd immunity?,156
Is it possible to achieve herd immunity?,Will the US reach herd immunity?,156
the united states trying to reach herd immunity?,Will the US reach herd immunity?,156
When is herd immunity acquired?,Will the US reach herd immunity?,156
When will the United States achieve immunity?,Will the US reach herd immunity?,156
Will the country manage to get rid of COVID completely?,Will the US reach herd immunity?,156
Will the US reach herd immunity?,Will the US reach herd immunity?,156
How can such a large country lead so quickly to have herd immunity?,Will the US reach herd immunity?,156
Will herd immunity be achieved in the United States?,Will the US reach herd immunity?,156
"How many people in the United States are vaccinated, is there already immunity against the virus?",Will the US reach herd immunity?,156
Will the United States achieve herd immunity?,Will the US reach herd immunity?,156
How likely is the United States to achieve herd immunity?,Will the US reach herd immunity?,156
Is any other country close to achieving immunity against the virus from vaccines?,Will the US reach herd immunity?,156
Which nations are closest to herd immunity?,Will the US reach herd immunity?,156
Will immunity be possible in the short term?,Will the US reach herd immunity?,156
Can we achieve herd immunity?,Will the US reach herd immunity?,156
"What is the point of me getting the vaccine, I live alone and have everything delivered to me?",Will the vaccine benefit me?,85
What will happen after getting the vaccine.  Will I benefit from it,Will the vaccine benefit me?,85
"Apart from immunizing myself, how else could the vaccine help me?",Will the vaccine benefit me?,85
Can you tell me what good the vaccine will do for me?,Will the vaccine benefit me?,85
How can I find out what the benefits of having the Covid vaccine are?,Will the vaccine benefit me?,85
Does the vaccine provide any added benefits other than protecting me from COVID?,Will the vaccine benefit me?,85
Is the vaccine going to give me protection from the Covid virus?,Will the vaccine benefit me?,85
Does the vaccine really help me?,Will the vaccine benefit me?,85
What will the vaccine do for me?,Will the vaccine benefit me?,85
How will the vaccine be helpful to me?,Will the vaccine benefit me?,85
will the vaccine be of benefit to me,Will the vaccine benefit me?,85
What are the positive reasons for having the jab.,Will the vaccine benefit me?,85
Does the vaccine do more to benefit me or to those around me?,Will the vaccine benefit me?,85
what are the benefits of getting the vaccine,Will the vaccine benefit me?,85
Will the vaccine benefit me?,Will the vaccine benefit me?,85
Is this vaccine useful for me?,Will the vaccine benefit me?,85
will the vaccine be any good for me,Will the vaccine benefit me?,85
How much benefit will I get from having the vaccine.,Will the vaccine benefit me?,85
How effective is the vaccine for me to benefit?,Will the vaccine benefit me?,85
How positive would the impact of the vaccine be on me?,Will the vaccine benefit me?,85
Will I receive benefits with the vaccine?,Will the vaccine benefit me?,85
Is it worth my while getting the vaccine?,Will the vaccine benefit me?,85
what are the benefits of getting vaccinated?,Will the vaccine benefit me?,85
What will the benefit of the vaccine be to me?,Will the vaccine benefit me?,85
Will I still be able to have children?,Will the vaccine make me sterile or infertile?,86
I am worried I wont be able to have children after receiving the vaccine?,Will the vaccine make me sterile or infertile?,86
I hope the vaccine doesn't make me sterile or infertile?,Will the vaccine make me sterile or infertile?,86
is the vaccine proven not to cause infertility,Will the vaccine make me sterile or infertile?,86
Will the vaccine affect my ability to have children in the future?,Will the vaccine make me sterile or infertile?,86
Has a study been done on the chance of getting pregnant after getting the vaccine,Will the vaccine make me sterile or infertile?,86
Does the Covid vaccine affect mens sperm counts?,Will the vaccine make me sterile or infertile?,86
If some of the vaccines have been made using new techology how do we know it won't make men sterile or affect fertility.,Will the vaccine make me sterile or infertile?,86
Is infertility a side effect?,Will the vaccine make me sterile or infertile?,86
"I've heard that no studies have been conducted as to whether the vaccine has any affects on fertility, is that right?",Will the vaccine make me sterile or infertile?,86
I've heard that the vaccine will affect my fertility is that right?,Will the vaccine make me sterile or infertile?,86
We can't know that the vaccine won't affect people's abililty to have children because not enough time has passed to have definitive answers to this issue.,Will the vaccine make me sterile or infertile?,86
When given to younger people how do we know  that it won't affect their fertility.,Will the vaccine make me sterile or infertile?,86
Will I become sterile or infertile if I get the vaccine?,Will the vaccine make me sterile or infertile?,86
I want to start a family but I am worried that the vaccine will prevent me from doing so because its side effects are not known.,Will the vaccine make me sterile or infertile?,86
"I was told they dont know what kind of effect the vaccine has on my aging fertility and I am running out of time to have a baby, should I wait to take the vaccine later?",Will the vaccine make me sterile or infertile?,86
erectile disfunction?,Will the vaccine make me sterile or infertile?,86
Has infertility been studied?,Will the vaccine make me sterile or infertile?,86
"I want to have a baby this year, if the vaccine safe for me to take?",Will the vaccine make me sterile or infertile?,86
Will the vaccine make me sterile or infertile?,Will the vaccine make me sterile or infertile?,86
